q_id,skillId
K7E5_09,E5_Cong_thuc_va_ham
K7E5_10,E5_Cong_thuc_va_ham
K7E5_11,E5_Cong_thuc_va_ham
K7E5_12,E5_Cong_thuc_va_ham
K7E6_01,E6_Sap_xep_va_loc
K7E6_02,E6_Sap_xep_va_loc
K7E6_03,E6_Sap_xep_va_loc
K7E6_04,E6_Sap_xep_va_loc
K7E6_05,E6_Sap_xep_va_loc
K7E6_06,E6_Sap_xep_va_loc
K7E6_07,E6_Sap_xep_va_loc
K7E6_08,E6_Sap_xep_va_loc
K7E6_09,E6_Sap_xep_va_loc
K7E6_10,E6_Sap_xep_va_loc
K7E6_11,E6_Sap_xep_va_loc
K7E6_12,E6_Sap_xep_va_loc
K7E7_01,E7_Bieu_do
K7E7_02,E7_Bieu_do
K7E7_03,E7_Bieu_do
K7E7_04,E7_Bieu_do
K7E7_05,E7_Bieu_do
K7E7_06,E7_Bieu_do
K7E7_07,E7_Bieu_do
K7E7_08,E7_Bieu_do
K7E7_09,E7_Bieu_do
K7E7_10,E7_Bieu_do
K7E7_11,E7_Bieu_do
K7E7_12,E7_Bieu_do
K7E8_01,E8_Thuc_hanh_bao_cao
K7E8_02,E8_Thuc_hanh_bao_cao
K7E8_03,E8_Thuc_hanh_bao_cao
K7E8_04,E8_Thuc_hanh_bao_cao
K7E8_05,E8_Thuc_hanh_bao_cao
K7E8_06,E8_Thuc_hanh_bao_cao
K7E8_07,E8_Thuc_hanh_bao_cao
K7E8_08,E8_Thuc_hanh_bao_cao
K7E8_09,E8_Thuc_hanh_bao_cao
K7E8_10,E8_Thuc_hanh_bao_cao
K7E8_11,E8_Thuc_hanh_bao_cao
K7E8_12,E8_Thuc_hanh_bao_cao
K7E9_01,E9_Ham_IF
K7E9_02,E9_Ham_IF
K7E9_03,E9_Ham_IF
K7E9_04,E9_Ham_IF
K7E9_05,E9_Ham_IF
K7E9_06,E9_Ham_IF
K7E9_07,E9_Ham_IF
K7E9_08,E9_Ham_IF
K7E9_09,E9_Ham_IF
K7E9_10,E9_Ham_IF
K7E9_11,E9_Ham_IF
K7E9_12,E9_Ham_IF
K7F1_01,F1_Tim_kiem_tuan_tu
K7F1_02,F1_Tim_kiem_tuan_tu
K7F1_03,F1_Tim_kiem_tuan_tu
K7F1_04,F1_Tim_kiem_tuan_tu
K7F1_05,F1_Tim_kiem_tuan_tu
K7F1_06,F1_Tim_kiem_tuan_tu
K7F1_07,F1_Tim_kiem_tuan_tu
K7F1_08,F1_Tim_kiem_tuan_tu
K7F1_09,F1_Tim_kiem_tuan_tu
K7F1_10,F1_Tim_kiem_tuan_tu
K7F1_11,F1_Tim_kiem_tuan_tu
K7F1_12,F1_Tim_kiem_tuan_tu
K7F2_01,F2_Tim_kiem_nhi_phan
K7F2_02,F2_Tim_kiem_nhi_phan
K7F2_03,F2_Tim_kiem_nhi_phan
K7F2_04,F2_Tim_kiem_nhi_phan
K7F2_05,F2_Tim_kiem_nhi_phan
K7F2_06,F2_Tim_kiem_nhi_phan
K7F2_07,F2_Tim_kiem_nhi_phan
K7F2_08,F2_Tim_kiem_nhi_phan
K7F2_09,F2_Tim_kiem_nhi_phan
K7F2_10,F2_Tim_kiem_nhi_phan
K7F2_11,F2_Tim_kiem_nhi_phan
K7F2_12,F2_Tim_kiem_nhi_phan
K7F3_01,F3_Sap_xep_chon
K7F3_02,F3_Sap_xep_chon
K7F3_03,F3_Sap_xep_chon
K7F3_04,F3_Sap_xep_chon
K7F3_05,F3_Sap_xep_chon
K7F3_06,F3_Sap_xep_chon
K7F3_07,F3_Sap_xep_chon
K7F3_08,F3_Sap_xep_chon
K7F3_09,F3_Sap_xep_chon
K7F3_10,F3_Sap_xep_chon
K7F3_11,F3_Sap_xep_chon
K7F3_12,F3_Sap_xep_chon
K7F4_01,F4_Sap_xep_noi_bot
K7F4_02,F4_Sap_xep_noi_bot
K7F4_03,F4_Sap_xep_noi_bot
K7F4_04,F4_Sap_xep_noi_bot
K7F4_05,F4_Sap_xep_noi_bot
K7F4_06,F4_Sap_xep_noi_bot
K7F4_07,F4_Sap_xep_noi_bot
K7F4_08,F4_Sap_xep_noi_bot
K7F4_09,F4_Sap_xep_noi_bot
K7F4_10,F4_Sap_xep_noi_bot
K7F4_11,F4_Sap_xep_noi_bot
K7F4_12,F4_Sap_xep_noi_bot
K7F5_01,F5_Thuc_hanh_mo_phong
K7F5_02,F5_Thuc_hanh_mo_phong
K7F5_03,F5_Thuc_hanh_mo_phong
K7F5_04,F5_Thuc_hanh_mo_phong
K7F5_05,F5_Thuc_hanh_mo_phong
K7F5_06,F5_Thuc_hanh_mo_phong
K7F5_07,F5_Thuc_hanh_mo_phong
K7F5_08,F5_Thuc_hanh_mo_phong
K7F5_09,F5_Thuc_hanh_mo_phong
K7F5_10,F5_Thuc_hanh_mo_phong
K7F5_11,F5_Thuc_hanh_mo_phong
K7F5_12,F5_Thuc_hanh_mo_phong
K8A1_01,A_Lich_su_may_tinh
K8A1_02,A_Lich_su_may_tinh
K8A1_03,A_Lich_su_may_tinh
K8A1_04,A_Lich_su_may_tinh
K8A1_05,A_Lich_su_may_tinh
K8A1_06,A_Lich_su_may_tinh
K8A1_07,A_Lich_su_may_tinh
K8A1_08,A_Lich_su_may_tinh
K8A1_09,A_Lich_su_may_tinh
K8A1_10,A_Lich_su_may_tinh
K8A1_11,A_Lich_su_may_tinh
K8A1_12,A_Lich_su_may_tinh
K8A2_01,A_Lich_su_may_tinh
K8A2_02,A_Lich_su_may_tinh
K8A2_03,A_Lich_su_may_tinh
K8A2_04,A_Lich_su_may_tinh
K8A2_05,A_Lich_su_may_tinh
K8A2_06,A_Lich_su_may_tinh
K8A2_07,A_Lich_su_may_tinh
K8A2_08,A_Lich_su_may_tinh
K8A2_09,A_Lich_su_may_tinh
K8A2_10,A_Lich_su_may_tinh
K8A2_11,A_Lich_su_may_tinh
K8A2_12,A_Lich_su_may_tinh
K8C1_01,C_Du_lieu_so
K8C1_02,C_Du_lieu_so
K8C1_03,C_Du_lieu_so
K8C1_04,C_Du_lieu_so
K8C1_05,C_Du_lieu_so
K8C1_06,C_Du_lieu_so
K8C1_07,C_Du_lieu_so
K8C1_08,C_Du_lieu_so
K8C1_09,C_Du_lieu_so
K8C1_10,C_Du_lieu_so
K8C1_11,C_Du_lieu_so
K8C1_12,C_Du_lieu_so
K8C2_01,C_Khai_thac_thong_tin
K8C2_02,C_Khai_thac_thong_tin
K8C2_03,C_Khai_thac_thong_tin
K8C2_04,C_Khai_thac_thong_tin
K8C2_05,C_Khai_thac_thong_tin
K8C2_06,C_Khai_thac_thong_tin
K8C2_07,C_Khai_thac_thong_tin
K8C2_08,C_Khai_thac_thong_tin
K8C2_09,C_Khai_thac_thong_tin
K8C2_10,C_Khai_thac_thong_tin
K8C2_11,C_Khai_thac_thong_tin
K8C2_12,C_Khai_thac_thong_tin
K8D1_01,D_Dao_duc_phap_luat
K8D1_02,D_Dao_duc_phap_luat
K8D1_03,D_Dao_duc_phap_luat
K8D1_04,D_Dao_duc_phap_luat
K8D1_05,D_Dao_duc_phap_luat
K8D1_06,D_Dao_duc_phap_luat
K8D1_07,D_Dao_duc_phap_luat
K8D1_08,D_Dao_duc_phap_luat
K8D1_09,D_Dao_duc_phap_luat
K8D1_10,D_Dao_duc_phap_luat
K8D1_11,D_Dao_duc_phap_luat
K8D1_12,D_Dao_duc_phap_luat
K8E1_01,E1_Xu_li_bang_tinh
K8E1_02,E1_Xu_li_bang_tinh
K8E1_03,E1_Xu_li_bang_tinh
K8E1_04,E1_Xu_li_bang_tinh
K8E1_05,E1_Xu_li_bang_tinh
K8E1_06,E1_Xu_li_bang_tinh
K8E1_07,E1_Xu_li_bang_tinh
K8E1_08,E1_Xu_li_bang_tinh
K8E1_09,E1_Xu_li_bang_tinh
K8E1_10,E1_Xu_li_bang_tinh
K8E1_11,E1_Xu_li_bang_tinh
K8E1_12,E1_Xu_li_bang_tinh
K8E1_B2_01,E1_Sap_xep_du_lieu
K8E1_B2_02,E1_Sap_xep_du_lieu
K8E1_B2_03,E1_Sap_xep_du_lieu
K8E1_B2_04,E1_Sap_xep_du_lieu
K8E1_B2_05,E1_Sap_xep_du_lieu
K8E1_B2_06,E1_Sap_xep_du_lieu
K8E1_B2_07,E1_Sap_xep_du_lieu
K8E1_B2_08,E1_Sap_xep_du_lieu
K8E1_B2_09,E1_Sap_xep_du_lieu
K8E1_B2_10,E1_Sap_xep_du_lieu
K8E1_B2_11,E1_Sap_xep_du_lieu
K8E1_B2_12,E1_Sap_xep_du_lieu
K8E1_B3_01,E1_Bieu_do
K8E1_B3_02,E1_Bieu_do
K8E1_B3_03,E1_Bieu_do
K8E1_B3_04,E1_Bieu_do
K8E1_B3_05,E1_Bieu_do
K8E1_B3_06,E1_Bieu_do
K8E1_B3_07,E1_Bieu_do
K8E1_B3_08,E1_Bieu_do
K8E1_B3_09,E1_Bieu_do
K8E1_B3_10,E1_Bieu_do
K8E1_B3_11,E1_Bieu_do
K8E1_B3_12,E1_Bieu_do
K8E1_B5_01,E1_Truc_quan_hoa
K8E1_B5_02,E1_Truc_quan_hoa
K8E1_B5_03,E1_Truc_quan_hoa
K8E1_B5_04,E1_Truc_quan_hoa
K8E1_B5_05,E1_Truc_quan_hoa
K8E1_B5_06,E1_Truc_quan_hoa
K8E1_B5_07,E1_Truc_quan_hoa
K8E1_B5_08,E1_Truc_quan_hoa
K8E1_B5_09,E1_Truc_quan_hoa
K8E1_B5_10,E1_Truc_quan_hoa
K8E1_B5_11,E1_Truc_quan_hoa
K8E1_B5_12,E1_Truc_quan_hoa
K8E2_01,E2_Soan_thao_nang_cao
K8E2_02,E2_Soan_thao_nang_cao
K8E2_03,E2_Soan_thao_nang_cao
K8E2_04,E2_Soan_thao_nang_cao
K8E2_05,E2_Soan_thao_nang_cao
K8E2_06,E2_Soan_thao_nang_cao
K8E2_07,E2_Soan_thao_nang_cao
K8E2_08,E2_Soan_thao_nang_cao
K8E2_09,E2_Soan_thao_nang_cao
K8E2_10,E2_Soan_thao_nang_cao
K8E2_11,E2_Soan_thao_nang_cao
K8E2_12,E2_Soan_thao_nang_cao
K8E2_B3_01,E2_Soan_thao_nang_cao
K8E2_B3_02,E2_Soan_thao_nang_cao
K8E2_B3_03,E2_Soan_thao_nang_cao
K8E2_B3_04,E2_Soan_thao_nang_cao
K8E2_B3_05,E2_Soan_thao_nang_cao
K8E2_B3_06,E2_Soan_thao_nang_cao
K8E2_B3_07,E2_Soan_thao_nang_cao
K8E2_B3_08,E2_Soan_thao_nang_cao
K8E2_B3_09,E2_Soan_thao_nang_cao
K8E2_B3_10,E2_Soan_thao_nang_cao
K8E2_B3_11,E2_Soan_thao_nang_cao
K8E2_B3_12,E2_Soan_thao_nang_cao
K8E2_B6_01,E2_Thuc_hanh_phan_cap
K8E2_B6_02,E2_Thuc_hanh_phan_cap
K8E2_B6_03,E2_Thuc_hanh_phan_cap
K8E2_B6_04,E2_Thuc_hanh_phan_cap
K8E2_B6_05,E2_Thuc_hanh_phan_cap
K8E2_B6_06,E2_Thuc_hanh_phan_cap
K8E2_B6_07,E2_Thuc_hanh_phan_cap
K8E2_B6_08,E2_Thuc_hanh_phan_cap
K8E2_B6_09,E2_Thuc_hanh_phan_cap
K8E2_B6_10,E2_Thuc_hanh_phan_cap
K8E2_B6_11,E2_Thuc_hanh_phan_cap
K8E2_B6_12,E2_Thuc_hanh_phan_cap
K8E2_B8_01,E2_Thuc_hanh_trinh_chieu
K8E2_B8_02,E2_Thuc_hanh_trinh_chieu
K8E2_B8_03,E2_Thuc_hanh_trinh_chieu
K8E2_B8_04,E2_Thuc_hanh_trinh_chieu
K8E2_B8_05,E2_Thuc_hanh_trinh_chieu
K8E2_B8_06,E2_Thuc_hanh_trinh_chieu
K8E2_B8_07,E2_Thuc_hanh_trinh_chieu
K8E2_B8_08,E2_Thuc_hanh_trinh_chieu
K8E2_B8_09,E2_Thuc_hanh_trinh_chieu
K8E2_B8_10,E2_Thuc_hanh_trinh_chieu
K8E2_B8_11,E2_Thuc_hanh_trinh_chieu
K8E2_B8_12,E2_Thuc_hanh_trinh_chieu
K8F1_01,F_Lap_trinh_truc_quan
K8F1_02,F_Lap_trinh_truc_quan
K8F1_03,F_Lap_trinh_truc_quan
K8F1_04,F_Lap_trinh_truc_quan
K8F1_05,F_Lap_trinh_truc_quan
K8F1_06,F_Lap_trinh_truc_quan
K8F1_07,F_Lap_trinh_truc_quan
K8F1_08,F_Lap_trinh_truc_quan
K8F1_09,F_Lap_trinh_truc_quan
K8F1_10,F_Lap_trinh_truc_quan
K8F1_11,F_Lap_trinh_truc_quan
K8F1_12,F_Lap_trinh_truc_quan
K8F2_01,F_Lap_trinh_truc_quan
K8F2_02,F_Lap_trinh_truc_quan
K8F2_03,F_Lap_trinh_truc_quan
K8F2_04,F_Lap_trinh_truc_quan
K8F2_05,F_Lap_trinh_truc_quan
K8F2_06,F_Lap_trinh_truc_quan
K8F2_07,F_Lap_trinh_truc_quan
K8F2_08,F_Lap_trinh_truc_quan
K8F2_09,F_Lap_trinh_truc_quan
K8F2_10,F_Lap_trinh_truc_quan
K8F2_11,F_Lap_trinh_truc_quan
K8F2_12,F_Lap_trinh_truc_quan
K8G1_01,G_Huong_nghiep
K8G1_02,G_Huong_nghiep
K8G1_03,G_Huong_nghiep
K8G1_04,G_Huong_nghiep
K8G1_05,G_Huong_nghiep
K8G1_06,G_Huong_nghiep
K8G1_07,G_Huong_nghiep
K8G1_08,G_Huong_nghiep
K8G1_09,G_Huong_nghiep
K8G1_10,G_Huong_nghiep
K8G1_11,G_Huong_nghiep
K8G1_12,G_Huong_nghiep
K8G2_01,G_Huong_nghiep
K8G2_02,G_Huong_nghiep
K8G2_03,G_Huong_nghiep
K8G2_04,G_Huong_nghiep
K8G2_05,G_Huong_nghiep
K8G2_06,G_Huong_nghiep
K8G2_07,G_Huong_nghiep
K8G2_08,G_Huong_nghiep
K8G2_09,G_Huong_nghiep
K8G2_10,G_Huong_nghiep
K8G2_11,G_Huong_nghiep
K8G2_12,G_Huong_nghiep
K9B10A_01,10A_Truc_quan_hoa
K9B10A_02,10A_Truc_quan_hoa
K9B10A_03,10A_Truc_quan_hoa
K9B10A_04,10A_Truc_quan_hoa
K9B10A_05,10A_Truc_quan_hoa
K9B10A_06,10A_Truc_quan_hoa
K9B10A_07,10A_Truc_quan_hoa
K9B10A_08,10A_Truc_quan_hoa
K9B10A_09,10A_Truc_quan_hoa
K9B10A_10,10A_Truc_quan_hoa
K9B10A_11,10A_Truc_quan_hoa
K9B10A_12,10A_Truc_quan_hoa
K9B11_01,11_Giai_quyet_van_de
K9B11_02,11_Giai_quyet_van_de
K9B11_03,11_Giai_quyet_van_de
K9B11_04,11_Giai_quyet_van_de
K9B11_05,11_Giai_quyet_van_de
K9B11_06,11_Giai_quyet_van_de
K9B11_07,11_Giai_quyet_van_de
K9B11_08,11_Giai_quyet_van_de
K9B11_09,11_Giai_quyet_van_de
K9B11_10,11_Giai_quyet_van_de
K9B11_11,11_Giai_quyet_van_de
K9B11_12,11_Giai_quyet_van_de
K9B12_01,12_Bai_toan_trong_tin_hoc
K9B12_02,12_Bai_toan_trong_tin_hoc
K9B12_03,12_Bai_toan_trong_tin_hoc
K9B12_04,12_Bai_toan_trong_tin_hoc
K9B12_05,12_Bai_toan_trong_tin_hoc
K9B12_06,12_Bai_toan_trong_tin_hoc
K9B12_07,12_Bai_toan_trong_tin_hoc
K9B12_08,12_Bai_toan_trong_tin_hoc
K9B12_09,12_Bai_toan_trong_tin_hoc
K9B12_10,12_Bai_toan_trong_tin_hoc
K9B12_11,12_Bai_toan_trong_tin_hoc
K9B12_12,12_Bai_toan_trong_tin_hoc
K9B13_01,13_Quy_trinh_giao_bai_toan
K9B13_02,13_Quy_trinh_giao_bai_toan
K9B13_03,13_Quy_trinh_giao_bai_toan
K9B13_04,13_Quy_trinh_giao_bai_toan
K9B13_05,13_Quy_trinh_giao_bai_toan
K9B13_06,13_Quy_trinh_giao_bai_toan
K9B13_07,13_Quy_trinh_giao_bai_toan
K9B13_08,13_Quy_trinh_giao_bai_toan
K9B13_09,13_Quy_trinh_giao_bai_toan
K9B13_10,13_Quy_trinh_giao_bai_toan
K9B13_11,13_Quy_trinh_giao_bai_toan
K9B13_12,13_Quy_trinh_giao_bai_toan
K9B14_01,14_Nhom_nghe_tin_hoc
K9B14_02,14_Nhom_nghe_tin_hoc
K9B14_03,14_Nhom_nghe_tin_hoc
K9B14_04,14_Nhom_nghe_tin_hoc
K9B14_05,14_Nhom_nghe_tin_hoc
K9B14_06,14_Nhom_nghe_tin_hoc
K9B14_07,14_Nhom_nghe_tin_hoc
K9B14_08,14_Nhom_nghe_tin_hoc
K9B14_09,14_Nhom_nghe_tin_hoc
K9B14_10,14_Nhom_nghe_tin_hoc
K9B14_11,14_Nhom_nghe_tin_hoc
K9B14_12,14_Nhom_nghe_tin_hoc
K9B1_01,1_May_tinh_va_doi_song
K9B1_02,1_May_tinh_va_doi_song
K9B1_03,1_May_tinh_va_doi_song
K9B1_04,1_May_tinh_va_doi_song
K9B1_05,1_May_tinh_va_doi_song
K9B1_06,1_May_tinh_va_doi_song
K9B1_07,1_May_tinh_va_doi_song
K9B1_08,1_May_tinh_va_doi_song
K9B1_09,1_May_tinh_va_doi_song
K9B1_10,1_May_tinh_va_doi_song
K9B1_11,1_May_tinh_va_doi_song
K9B1_12,1_May_tinh_va_doi_song
K9B1_13,1_May_tinh_va_doi_song
K9B1_14,1_May_tinh_va_doi_song
K9B1_15,1_May_tinh_va_doi_song
K9B1_16,1_May_tinh_va_doi_song
K9B1_17,1_May_tinh_va_doi_song
K9B2_01,2_Chat_luong_thong_tin
K9B2_02,2_Chat_luong_thong_tin
K9B2_03,2_Chat_luong_thong_tin
K9B2_04,2_Chat_luong_thong_tin
K9B2_05,2_Chat_luong_thong_tin
K9B2_06,2_Chat_luong_thong_tin
K9B2_07,2_Chat_luong_thong_tin
K9B2_08,2_Chat_luong_thong_tin
K9B2_09,2_Chat_luong_thong_tin
K9B2_10,2_Chat_luong_thong_tin
K9B2_11,2_Chat_luong_thong_tin
K9B2_12,2_Chat_luong_thong_tin
K9B3_01,3_Tac_dong_cong_nghe_so
K9B3_02,3_Tac_dong_cong_nghe_so
K9B3_03,3_Tac_dong_cong_nghe_so
K9B3_04,3_Tac_dong_cong_nghe_so
K9B3_05,3_Tac_dong_cong_nghe_so
K9B3_06,3_Tac_dong_cong_nghe_so
K9B3_07,3_Tac_dong_cong_nghe_so
K9B3_08,3_Tac_dong_cong_nghe_so
K9B3_09,3_Tac_dong_cong_nghe_so
K9B3_10,3_Tac_dong_cong_nghe_so
K9B3_11,3_Tac_dong_cong_nghe_so
K9B3_12,3_Tac_dong_cong_nghe_so
K9B4_01,4_Phan_mem_mo_phong
K9B4_02,4_Phan_mem_mo_phong
K9B4_03,4_Phan_mem_mo_phong
K9B4_04,4_Phan_mem_mo_phong
K9B4_05,4_Phan_mem_mo_phong
K9B4_06,4_Phan_mem_mo_phong
K9B4_07,4_Phan_mem_mo_phong
K9B4_08,4_Phan_mem_mo_phong
K9B4_09,4_Phan_mem_mo_phong
K9B4_10,4_Phan_mem_mo_phong
K9B4_11,4_Phan_mem_mo_phong
K9B4_12,4_Phan_mem_mo_phong
K9B5_01,5_Trinh_bay_thong_tin
K9B5_02,5_Trinh_bay_thong_tin
K9B5_03,5_Trinh_bay_thong_tin
K9B5_04,5_Trinh_bay_thong_tin
K9B5_05,5_Trinh_bay_thong_tin
K9B5_06,5_Trinh_bay_thong_tin
K9B5_07,5_Trinh_bay_thong_tin
K9B5_08,5_Trinh_bay_thong_tin
K9B5_09,5_Trinh_bay_thong_tin
K9B5_10,5_Trinh_bay_thong_tin
K9B5_11,5_Trinh_bay_thong_tin
K9B5_12,5_Trinh_bay_thong_tin
K9B6A_01,6A_Quan_li_tai_chinh
K9B6A_02,6A_Quan_li_tai_chinh
K9B6A_03,6A_Quan_li_tai_chinh
K9B6A_04,6A_Quan_li_tai_chinh
K9B6A_05,6A_Quan_li_tai_chinh
K9B6A_06,6A_Quan_li_tai_chinh
K9B6A_07,6A_Quan_li_tai_chinh
K9B6A_08,6A_Quan_li_tai_chinh
K9B6A_09,6A_Quan_li_tai_chinh
K9B6A_10,6A_Quan_li_tai_chinh
K9B6A_11,6A_Quan_li_tai_chinh
K9B6A_12,6A_Quan_li_tai_chinh
K9B7A_01,7A_Ham_COUNTIF
K9B7A_02,7A_Ham_COUNTIF
K9B7A_03,7A_Ham_COUNTIF
K9B7A_04,7A_Ham_COUNTIF
K9B7A_05,7A_Ham_COUNTIF
K9B7A_06,7A_Ham_COUNTIF
K9B7A_07,7A_Ham_COUNTIF
K9B7A_08,7A_Ham_COUNTIF
K9B7A_09,7A_Ham_COUNTIF
K9B7A_10,7A_Ham_COUNTIF
K9B7A_11,7A_Ham_COUNTIF
K9B7A_12,7A_Ham_COUNTIF
K9B8A_01,8A_Ham_SUMIF
K9B8A_02,8A_Ham_SUMIF
K9B8A_03,8A_Ham_SUMIF
K9B8A_04,8A_Ham_SUMIF
K9B8A_05,8A_Ham_SUMIF
K9B8A_06,8A_Ham_SUMIF
K9B8A_07,8A_Ham_SUMIF
K9B8A_08,8A_Ham_SUMIF
K9B8A_09,8A_Ham_SUMIF
K9B8A_10,8A_Ham_SUMIF
K9B8A_11,8A_Ham_SUMIF
K9B8A_12,8A_Ham_SUMIF
K9B9A_01,9A_Tong_hop_thu_chi
K9B9A_02,9A_Tong_hop_thu_chi
K9B9A_03,9A_Tong_hop_thu_chi
K9B9A_04,9A_Tong_hop_thu_chi
K9B9A_05,9A_Tong_hop_thu_chi
K9B9A_06,9A_Tong_hop_thu_chi
K9B9A_07,9A_Tong_hop_thu_chi
K9B9A_08,9A_Tong_hop_thu_chi
K9B9A_09,9A_Tong_hop_thu_chi
K9B9A_10,9A_Tong_hop_thu_chi
K9B9A_11,9A_Tong_hop_thu_chi
K9B9A_12,9A_Tong_hop_thu_chi
q_id,topic_id
